Area,Year,average_rain_fall_mm_per_year,avg_temp,pesticides_tonnes
Rwanda,1994,1212,19.55,157.8
Rwanda,1995,1212,19.81,188.2
Rwanda,1996,1212,19.31,218.6
Rwanda,1997,1212,19.78,249.0
Rwanda,1998,1212,19.79,157.0
Rwanda,1999,1212,19.35,152.0
Rwanda,2000,1212,19.59,147.0
Rwanda,2001,1212,19.5,72.0
Rwanda,2002,1212,19.77,106.34
Rwanda,2004,1212,19.93,159.54
Rwanda,2005,1212,20.29,222.92
Rwanda,2006,1212,20.02,288.72
Rwanda,2007,1212,19.6,398.11
Rwanda,2008,1212,19.56,321.75
Rwanda,2009,1212,19.84,1187.6
Rwanda,2010,1212,20.12,953.85
Rwanda,2011,1212,19.59,181.6
Rwanda,2012,1212,19.79,925.52
Rwanda,2013,1212,19.93,1841.5
Saudi Arabia,1990,59,25.86,994.0
Saudi Arabia,1990,59,25.7,994.0
Saudi Arabia,1991,59,25.94,994.0
Saudi Arabia,1991,59,25.43,994.0
Saudi Arabia,1992,59,24.74,994.0
Saudi Arabia,1992,59,24.37,994.0
Saudi Arabia,1993,59,25.9,994.0
Saudi Arabia,1993,59,25.42,994.0
Saudi Arabia,1994,59,26.26,994.0
Saudi Arabia,1994,59,26.08,994.0
Saudi Arabia,1995,59,26.33,994.0
Saudi Arabia,1995,59,25.64,994.0
Saudi Arabia,1996,59,26.37,994.0
Saudi Arabia,1996,59,26.28,994.0
Saudi Arabia,1997,59,25.88,2513.0
Saudi Arabia,1997,59,25.49,2513.0
Saudi Arabia,1998,59,26.48,2683.37
Saudi Arabia,1998,59,26.73,2683.37
Saudi Arabia,1999,59,26.75,2853.74
Saudi Arabia,1999,59,26.92,2853.74
Saudi Arabia,2000,59,26.62,3024.11
Saudi Arabia,2000,59,26.55,3024.11
Saudi Arabia,2001,59,26.6,3194.48
Saudi Arabia,2001,59,26.67,3194.48
Saudi Arabia,2002,59,26.63,3364.86
Saudi Arabia,2002,59,26.44,3364.86
Saudi Arabia,2004,59,26.53,3705.6
Saudi Arabia,2004,59,26.2,3705.6
Saudi Arabia,2005,59,26.47,3875.97
Saudi Arabia,2005,59,26.27,3875.97
Saudi Arabia,2006,59,26.42,4046.34
Saudi Arabia,2006,59,26.24,4046.34
Saudi Arabia,2007,59,26.58,4216.71
Saudi Arabia,2007,59,26.49,4216.71
Saudi Arabia,2008,59,26.64,4372.61
Saudi Arabia,2008,59,26.21,4372.61
Saudi Arabia,2009,59,26.9,4528.51
Saudi Arabia,2009,59,26.71,4528.51
Saudi Arabia,2010,59,27.3,4684.4
Saudi Arabia,2010,59,27.37,4684.4
Saudi Arabia,2011,59,26.57,4840.3
Saudi Arabia,2011,59,26.4,4840.3
Saudi Arabia,2012,59,27.02,4996.2
Saudi Arabia,2012,59,26.83,4996.2
Saudi Arabia,2013,59,27.57,5412.5
Saudi Arabia,2013,59,27.78,5412.5
Senegal,1990,686,25.13,384.0
Senegal,1991,686,25.0,384.0
Senegal,1992,686,25.09,384.0
Senegal,1993,686,24.99,357.55
Senegal,1994,686,24.94,547.3
Senegal,1995,686,25.33,435.31
Senegal,1996,686,25.49,411.33
Senegal,1997,686,25.87,437.23
Senegal,1998,686,26.03,450.71
Senegal,1999,686,24.93,470.87
Senegal,2000,686,25.26,491.03
Senegal,2001,686,25.79,282.02
Senegal,2002,686,25.4,328.0
Senegal,2004,686,25.38,419.97
Senegal,2005,686,25.78,465.95
Senegal,2006,686,25.32,511.93
Senegal,2007,686,25.34,557.92
Senegal,2008,686,25.5,603.9
Senegal,2009,686,25.01,649.88
Senegal,2010,686,26.1,695.86
Senegal,2011,686,25.41,741.85
Senegal,2012,686,25.47,787.83
Senegal,2013,686,24.7,722.53
Slovenia,1992,1162,10.78,1309.0
Slovenia,1993,1162,10.19,1112.0
Slovenia,1994,1162,11.33,944.0
Slovenia,1995,1162,10.14,987.0
Slovenia,1996,1162,9.24,953.0
Slovenia,1997,1162,10.18,1245.0
Slovenia,1998,1162,10.42,1091.0
Slovenia,1999,1162,10.51,1133.0
Slovenia,2000,1162,11.45,1468.0
Slovenia,2001,1162,10.74,1387.0
Slovenia,2002,1162,11.18,1164.1
Slovenia,2004,1162,10.06,1557.98
Slovenia,2005,1162,9.62,1383.88
Slovenia,2006,1162,10.56,1280.98
Slovenia,2007,1162,11.31,1155.23
Slovenia,2008,1162,11.09,1218.15
Slovenia,2009,1162,11.06,1162.87
Slovenia,2010,1162,10.0,1134.37
Slovenia,2011,1162,11.02,1121.91
Slovenia,2012,1162,11.12,1016.08
Slovenia,2013,1162,11.58,917.49
South Africa,1990,495,20.56,16582.0
South Africa,1990,495,15.56,16582.0
South Africa,1990,495,18.91,16582.0
South Africa,1990,495,15.56,16582.0
South Africa,1991,495,21.06,16582.0
South Africa,1991,495,15.56,16582.0
South Africa,1991,495,18.86,16582.0
South Africa,1991,495,15.56,16582.0
South Africa,1992,495,21.53,16582.0
South Africa,1992,495,16.48,16582.0
South Africa,1992,495,19.95,16582.0
South Africa,1992,495,16.48,16582.0
South Africa,1993,495,21.32,16582.0
South Africa,1993,495,16.01,16582.0
South Africa,1993,495,19.32,16582.0
South Africa,1993,495,16.01,16582.0
South Africa,1994,495,20.65,16582.0
South Africa,1994,495,15.1,16582.0
South Africa,1994,495,18.48,16582.0
South Africa,1994,495,15.1,16582.0
South Africa,1995,495,20.73,18025.0
South Africa,1995,495,15.77,18025.0
South Africa,1995,495,19.23,18025.0
South Africa,1995,495,15.77,18025.0
South Africa,1996,495,20.49,19508.0
South Africa,1996,495,15.23,19508.0
South Africa,1996,495,18.49,19508.0
South Africa,1996,495,15.23,19508.0
South Africa,1997,495,20.57,21596.0
South Africa,1997,495,15.38,21596.0
South Africa,1997,495,18.64,21596.0
South Africa,1997,495,15.38,21596.0
South Africa,1998,495,21.22,24304.0
South Africa,1998,495,16.11,24304.0
South Africa,1998,495,19.42,24304.0
South Africa,1998,495,16.11,24304.0
South Africa,1999,495,21.64,26098.8
South Africa,1999,495,16.09,26098.8
South Africa,1999,495,19.27,26098.8
South Africa,1999,495,16.09,26098.8
South Africa,2000,495,20.74,26857.0
South Africa,2000,495,15.13,26857.0
South Africa,2000,495,18.26,26857.0
South Africa,2000,495,15.13,26857.0
South Africa,2001,495,21.25,26857.0
South Africa,2001,495,15.68,26857.0
South Africa,2001,495,18.92,26857.0
South Africa,2001,495,15.68,26857.0
South Africa,2002,495,21.07,26857.0
South Africa,2002,495,15.88,26857.0
South Africa,2002,495,19.28,26857.0
South Africa,2002,495,15.88,26857.0
South Africa,2004,495,21.11,26857.0
South Africa,2004,495,15.49,26857.0
South Africa,2004,495,18.75,26857.0
South Africa,2004,495,15.49,26857.0
South Africa,2005,495,21.14,26857.0
South Africa,2005,495,16.29,26857.0
South Africa,2005,495,19.74,26857.0
South Africa,2005,495,16.29,26857.0
South Africa,2006,495,20.86,26857.0
South Africa,2006,495,15.26,26857.0
South Africa,2006,495,18.42,26857.0
South Africa,2006,495,15.26,26857.0
South Africa,2007,495,21.07,26857.0
South Africa,2007,495,15.9,26857.0
South Africa,2007,495,18.98,26857.0
South Africa,2007,495,15.9,26857.0
South Africa,2008,495,20.89,26857.0
South Africa,2008,495,15.75,26857.0
South Africa,2008,495,18.91,26857.0
South Africa,2008,495,15.75,26857.0
South Africa,2009,495,20.71,26857.0
South Africa,2009,495,15.44,26857.0
South Africa,2009,495,18.67,26857.0
South Africa,2009,495,15.44,26857.0
South Africa,2010,495,21.54,26857.0
South Africa,2010,495,16.11,26857.0
South Africa,2010,495,19.31,26857.0
South Africa,2010,495,16.11,26857.0
South Africa,2011,495,20.72,26857.0
South Africa,2011,495,15.49,26857.0
South Africa,2011,495,18.75,26857.0
South Africa,2011,495,15.49,26857.0
South Africa,2012,495,21.24,26857.0
South Africa,2012,495,15.89,26857.0
South Africa,2012,495,19.14,26857.0
South Africa,2012,495,15.89,26857.0
South Africa,2013,495,21.31,26857.0
South Africa,2013,495,14.98,26857.0
South Africa,2013,495,18.0,26857.0
South Africa,2013,495,14.98,26857.0
Spain,1990,636,17.3,39562.0
Spain,1990,636,12.68,39562.0
Spain,1990,636,17.36,39562.0
Spain,1991,636,16.37,39147.0
Spain,1991,636,11.92,39147.0
Spain,1991,636,16.58,39147.0
Spain,1992,636,16.35,31839.0
Spain,1992,636,11.89,31839.0
Spain,1992,636,16.65,31839.0
Spain,1993,636,16.28,29408.0
Spain,1993,636,11.12,29408.0
Spain,1993,636,16.4,29408.0
Spain,1994,636,17.51,31244.0
Spain,1994,636,12.45,31244.0
Spain,1994,636,17.67,31244.0
Spain,1995,636,17.33,27852.0
Spain,1995,636,12.99,27852.0
Spain,1995,636,17.66,27852.0
Spain,1996,636,16.72,33236.0
Spain,1996,636,11.96,33236.0
Spain,1996,636,17.01,33236.0
Spain,1997,636,17.66,34023.0
Spain,1997,636,13.02,34023.0
Spain,1997,636,17.81,34023.0
Spain,1998,636,17.15,35070.0
Spain,1998,636,12.4,35070.0
Spain,1998,636,17.46,35070.0
Spain,1999,636,17.14,33614.0
Spain,1999,636,12.09,33614.0
Spain,1999,636,17.43,33614.0
Spain,2000,636,17.15,34597.0
Spain,2000,636,12.2,34597.0
Spain,2000,636,17.47,34597.0
Spain,2001,636,17.27,35700.0
Spain,2001,636,12.33,35700.0
Spain,2001,636,17.84,35700.0
Spain,2002,636,17.16,40727.0
Spain,2002,636,12.52,40727.0
Spain,2002,636,17.51,40727.0
Spain,2004,636,17.12,47445.0
Spain,2004,636,12.17,47445.0
Spain,2004,636,17.41,47445.0
Spain,2005,636,16.69,41017.0
Spain,2005,636,12.26,41017.0
Spain,2005,636,16.97,41017.0
Spain,2006,636,17.81,39767.0
Spain,2006,636,13.06,39767.0
Spain,2006,636,17.97,39767.0
Spain,2007,636,17.24,39286.0
Spain,2007,636,11.89,39286.0
Spain,2007,636,17.41,39286.0
Spain,2008,636,16.92,40719.0
Spain,2008,636,11.92,40719.0
Spain,2008,636,17.21,40719.0
Spain,2009,636,17.45,35199.0
Spain,2009,636,12.96,35199.0
Spain,2009,636,17.61,35199.0
Spain,2010,636,16.51,39043.0
Spain,2010,636,12.01,39043.0
Spain,2010,636,16.83,39043.0
Spain,2011,636,17.9,53549.0
Spain,2011,636,13.28,53549.0
Spain,2011,636,17.98,53549.0
Spain,2012,636,17.51,48668.0
Spain,2012,636,12.33,48668.0
Spain,2012,636,17.65,48668.0
Spain,2013,636,17.0,54197.0
Spain,2013,636,12.68,54197.0
Spain,2013,636,17.46,54197.0
Sri Lanka,1990,1712,26.53,1571.33
Sri Lanka,1991,1712,26.53,1409.15
Sri Lanka,1992,1712,26.26,2144.31
Sri Lanka,1993,1712,26.37,1753.2
Sri Lanka,1994,1712,26.34,1860.7
Sri Lanka,1995,1712,26.59,1735.5
Sri Lanka,1996,1712,26.38,1654.41
Sri Lanka,1997,1712,26.66,1622.4
Sri Lanka,1998,1712,27.13,1532.41
Sri Lanka,1999,1712,26.32,1766.91
Sri Lanka,2000,1712,26.43,1695.71
Sri Lanka,2001,1712,26.63,1705.05
Sri Lanka,2002,1712,26.74,1714.39
Sri Lanka,2004,1712,26.64,1733.07
Sri Lanka,2005,1712,26.73,1742.41
Sri Lanka,2006,1712,26.56,1751.75
Sri Lanka,2007,1712,26.57,1439.8
Sri Lanka,2008,1712,26.42,1152.39
Sri Lanka,2009,1712,26.67,1170.36
Sri Lanka,2010,1712,26.83,1450.54
Sri Lanka,2011,1712,26.65,1290.31
Sri Lanka,2012,1712,26.88,1112.8
Sri Lanka,2013,1712,27.03,1235.31
Sudan,2012,1712,26.42,2469.47
Sudan,2012,1712,29.96,2469.47
Sudan,2013,1712,26.84,2469.47
Sudan,2013,1712,30.65,2469.47
Suriname,1990,2331,26.87,217.0
Suriname,1991,2331,26.93,207.0
Suriname,1992,2331,27.04,197.5
Suriname,1993,2331,26.83,188.0
Suriname,1994,2331,26.82,178.5
Suriname,1995,2331,27.33,169.0
Suriname,1996,2331,27.09,142.0
Suriname,1997,2331,27.27,139.0
Suriname,1998,2331,27.65,151.33
Suriname,1999,2331,27.07,163.67
Suriname,2000,2331,26.86,176.0
Suriname,2001,2331,27.12,581.12
Suriname,2002,2331,27.14,986.25
Suriname,2004,2331,27.47,1214.83
Suriname,2005,2331,27.7,1426.37
Suriname,2006,2331,27.34,1483.84
Suriname,2007,2331,27.19,1847.86
Suriname,2008,2331,27.22,2108.66
Suriname,2009,2331,27.45,2191.37
Suriname,2010,2331,27.7,1286.65
Suriname,2011,2331,27.42,936.24
Suriname,2012,2331,27.4,633.92
Suriname,2013,2331,27.17,537.49
Sweden,1990,624,8.43,2310.0
Sweden,1991,624,7.49,1841.0
Sweden,1992,624,7.94,1497.0
Sweden,1993,624,6.98,1466.0
Sweden,1994,624,7.23,1962.0
Sweden,1995,624,7.17,1225.0
Sweden,1996,624,6.15,1529.0
Sweden,1997,624,7.66,1534.0
Sweden,1998,624,6.89,1555.0
Sweden,1999,624,8.02,1602.0
Sweden,2000,624,8.42,1721.0
Sweden,2001,624,7.48,1789.0
Sweden,2002,624,7.96,2198.0
Sweden,2004,624,7.53,1353.0
Sweden,2005,624,7.72,2132.0
Sweden,2006,624,8.3,2220.0
Sweden,2007,624,8.16,2157.0
Sweden,2008,624,8.49,2352.0
Sweden,2009,624,7.54,1935.0
Sweden,2010,624,6.01,1982.0
Sweden,2011,624,8.18,1781.0
Sweden,2012,624,7.21,1814.0
Sweden,2013,624,7.1,1620.0
Switzerland,1990,1537,8.19,2282.0
Switzerland,1991,1537,7.24,2055.9
Switzerland,1992,1537,7.98,2018.7
Switzerland,1993,1537,7.48,1934.5
Switzerland,1994,1537,8.78,1922.5
Switzerland,1995,1537,7.65,1826.3
Switzerland,1996,1537,6.66,1746.3
Switzerland,1997,1537,7.96,1644.3
Switzerland,1998,1537,7.81,1563.6
Switzerland,1999,1537,7.76,1526.6
Switzerland,2000,1537,8.54,1576.9
Switzerland,2001,1537,7.82,1561.9
Switzerland,2002,1537,8.42,1526.6
Switzerland,2004,1537,7.67,1390.7
Switzerland,2005,1537,7.49,1388.3
Switzerland,2006,1537,8.19,1359.04
Switzerland,2007,1537,8.43,2099.3
Switzerland,2008,1537,7.98,2011.47
Switzerland,2009,1537,8.15,2170.4
Switzerland,2010,1537,7.06,2059.6
Switzerland,2011,1537,8.68,2132.14
Switzerland,2012,1537,7.96,2077.9
Switzerland,2013,1537,7.94,2098.5
Tajikistan,1992,691,7.9,2280.0
Tajikistan,1993,691,7.29,2280.0
Tajikistan,1994,691,8.01,714.0
Tajikistan,1995,691,8.49,54.0
Tajikistan,1996,691,7.55,826.0
Tajikistan,1997,691,8.69,751.31
Tajikistan,1998,691,8.34,676.63
Tajikistan,1999,691,8.74,601.94
Tajikistan,2000,691,8.78,527.25
Tajikistan,2001,691,9.16,452.56
Tajikistan,2002,691,8.63,377.88
Tajikistan,2004,691,9.24,228.5
Tajikistan,2005,691,8.61,235.4
Tajikistan,2006,691,8.97,241.9
Tajikistan,2007,691,8.69,247.9
Tajikistan,2008,691,8.29,253.5
Tajikistan,2009,691,8.42,258.1
Tajikistan,2010,691,8.98,262.1
Tajikistan,2011,691,8.45,264.6
Tajikistan,2012,691,7.71,264.6
Tajikistan,2013,691,10.1,264.6
Thailand,1990,1622,27.96,18849.0
Thailand,1991,1622,27.85,18849.0
Thailand,1992,1622,27.55,18849.0
Thailand,1993,1622,27.58,18849.0
Thailand,1994,1622,27.76,20448.0
Thailand,1995,1622,27.68,24062.0
Thailand,1996,1622,27.37,21901.0
Thailand,1997,1622,28.01,23960.0
Thailand,1998,1622,28.44,19212.0
Thailand,1999,1622,27.34,22761.0
Thailand,2000,1622,27.52,20334.0
Thailand,2001,1622,27.81,30629.67
Thailand,2002,1622,27.98,40925.33
Thailand,2004,1622,27.8,88548.0
Thailand,2005,1622,27.92,43831.0
Thailand,2006,1622,27.92,41220.0
Thailand,2007,1622,27.79,66858.0
Thailand,2008,1622,27.48,65423.0
Thailand,2009,1622,27.79,67933.0
Thailand,2010,1622,28.54,68986.0
Thailand,2011,1622,27.56,87191.0
Thailand,2012,1622,28.48,69921.0
Thailand,2013,1622,28.98,8136.0
Tunisia,1990,207,19.34,909.0
Tunisia,1991,207,18.41,909.0
Tunisia,1992,207,18.54,909.0
Tunisia,1993,207,18.9,909.0
Tunisia,1994,207,19.93,909.0
Tunisia,1995,207,19.22,909.0
Tunisia,1996,207,18.88,909.0
Tunisia,1997,207,19.54,909.0
Tunisia,1998,207,19.19,868.44
Tunisia,1999,207,19.97,827.87
Tunisia,2000,207,19.76,787.31
Tunisia,2001,207,20.04,746.75
Tunisia,2002,207,19.74,706.18
Tunisia,2004,207,19.37,625.06
Tunisia,2005,207,19.12,584.49
Tunisia,2006,207,19.82,543.93
Tunisia,2007,207,19.71,503.37
Tunisia,2008,207,19.76,462.8
Tunisia,2009,207,19.64,422.24
Tunisia,2010,207,19.76,422.24
Tunisia,2011,207,19.53,422.24
Tunisia,2012,207,20.12,422.24
Tunisia,2013,207,20.0,422.24
Turkey,1990,593,19.22,29918.0
Turkey,1990,593,10.51,29918.0
Turkey,1990,593,11.91,29918.0
Turkey,1990,593,14.01,29918.0
Turkey,1990,593,17.94,29918.0
Turkey,1991,593,18.94,24343.0
Turkey,1991,593,10.37,24343.0
Turkey,1991,593,11.2,24343.0
Turkey,1991,593,13.21,24343.0
Turkey,1991,593,17.04,24343.0
Turkey,1992,593,17.68,27110.0
Turkey,1992,593,9.06,27110.0
Turkey,1992,593,10.77,27110.0
Turkey,1992,593,13.01,27110.0
Turkey,1992,593,16.91,27110.0
Turkey,1993,593,18.82,28042.0
Turkey,1993,593,9.96,28042.0
Turkey,1993,593,11.45,28042.0
Turkey,1993,593,13.32,28042.0
Turkey,1993,593,17.39,28042.0
Turkey,1994,593,19.76,24219.0
Turkey,1994,593,11.7,24219.0
Turkey,1994,593,12.83,24219.0
Turkey,1994,593,14.88,24219.0
Turkey,1994,593,18.35,24219.0
Turkey,1995,593,19.15,27328.0
Turkey,1995,593,10.93,27328.0
Turkey,1995,593,12.06,27328.0
Turkey,1995,593,14.14,27328.0
Turkey,1995,593,17.64,27328.0
Turkey,1996,593,19.47,30286.0
Turkey,1996,593,11.29,30286.0
Turkey,1996,593,11.92,30286.0
Turkey,1996,593,13.77,30286.0
Turkey,1996,593,17.49,30286.0
Turkey,1997,593,18.65,34431.0
Turkey,1997,593,10.13,34431.0
Turkey,1997,593,11.34,34431.0
Turkey,1997,593,13.16,34431.0
Turkey,1997,593,17.2,34431.0
Turkey,1998,593,19.92,30162.0
Turkey,1998,593,11.72,30162.0
Turkey,1998,593,12.56,30162.0
Turkey,1998,593,14.48,30162.0
Turkey,1998,593,18.08,30162.0
Turkey,1999,593,20.02,33089.0
Turkey,1999,593,11.69,33089.0
Turkey,1999,593,13.02,33089.0
Turkey,1999,593,15.0,33089.0
Turkey,1999,593,18.74,33089.0
Turkey,2000,593,19.33,33471.0
Turkey,2000,593,10.39,33471.0
Turkey,2000,593,12.03,33471.0
Turkey,2000,593,14.29,33471.0
Turkey,2000,593,17.97,33471.0
Turkey,2001,593,20.09,25539.0
Turkey,2001,593,12.32,25539.0
Turkey,2001,593,13.16,25539.0
Turkey,2001,593,15.11,25539.0
Turkey,2001,593,18.63,25539.0
Turkey,2002,593,19.54,27915.0
Turkey,2002,593,10.81,27915.0
Turkey,2002,593,12.24,27915.0
Turkey,2002,593,14.51,27915.0
Turkey,2002,593,18.18,27915.0
Turkey,2004,593,19.48,28831.0
Turkey,2004,593,10.99,28831.0
Turkey,2004,593,12.26,28831.0
Turkey,2004,593,14.23,28831.0
Turkey,2004,593,17.97,28831.0
Turkey,2005,593,19.44,40332.0
Turkey,2005,593,11.24,40332.0
Turkey,2005,593,12.2,40332.0
Turkey,2005,593,14.23,40332.0
Turkey,2005,593,17.78,40332.0
Turkey,2006,593,19.44,27421.0
Turkey,2006,593,11.12,27421.0
Turkey,2006,593,11.96,27421.0
Turkey,2006,593,14.11,27421.0
Turkey,2006,593,17.71,27421.0
Turkey,2007,593,19.82,48715.51
Turkey,2007,593,11.87,48715.51
Turkey,2007,593,12.91,48715.51
Turkey,2007,593,14.98,48715.51
Turkey,2007,593,18.6,48715.51
Turkey,2008,593,19.92,37640.2
Turkey,2008,593,11.33,37640.2
Turkey,2008,593,12.7,37640.2
Turkey,2008,593,14.91,37640.2
Turkey,2008,593,18.47,37640.2
Turkey,2009,593,19.94,37651.15
Turkey,2009,593,11.63,37651.15
Turkey,2009,593,12.75,37651.15
Turkey,2009,593,14.95,37651.15
Turkey,2009,593,18.41,37651.15
Turkey,2010,593,21.02,38554.69
Turkey,2010,593,13.27,38554.69
Turkey,2010,593,13.8,38554.69
Turkey,2010,593,15.6,38554.69
Turkey,2010,593,19.27,38554.69
Turkey,2011,593,19.36,39534.43
Turkey,2011,593,10.39,39534.43
Turkey,2011,593,11.6,39534.43
Turkey,2011,593,13.65,39534.43
Turkey,2011,593,17.6,39534.43
Turkey,2012,593,19.92,42610.59
Turkey,2012,593,11.45,42610.59
Turkey,2012,593,12.71,42610.59
Turkey,2012,593,14.97,42610.59
Turkey,2012,593,18.54,42610.59
Turkey,2013,593,20.22,39440.0
Turkey,2013,593,13.27,39440.0
Turkey,2013,593,14.07,39440.0
Turkey,2013,593,16.02,39440.0
Turkey,2013,593,19.21,39440.0
Uganda,1990,1180,23.36,72.0
Uganda,1991,1180,23.3,72.0
Uganda,1992,1180,23.46,72.0
Uganda,1993,1180,23.62,71.0
Uganda,1994,1180,23.6,59.0
Uganda,1995,1180,23.72,88.0
Uganda,1996,1180,23.49,88.0
Uganda,1997,1180,24.04,88.0
Uganda,1998,1180,23.97,88.0
Uganda,1999,1180,23.52,88.0
Uganda,2000,1180,23.75,88.0
Uganda,2001,1180,23.47,88.0
Uganda,2002,1180,23.99,88.0
Uganda,2004,1180,24.02,88.0
Uganda,2005,1180,24.29,88.0
Uganda,2006,1180,23.95,88.0
Uganda,2007,1180,23.68,88.0
Uganda,2008,1180,23.68,88.0
Uganda,2009,1180,24.18,88.0
Uganda,2010,1180,24.14,88.0
Uganda,2011,1180,23.89,88.0
Uganda,2012,1180,24.03,88.0
Uganda,2013,1180,24.13,88.0
Ukraine,1992,565,8.07,66772.0
Ukraine,1993,565,6.89,61843.46
Ukraine,1994,565,7.98,56914.93
Ukraine,1995,565,8.26,51986.39
Ukraine,1996,565,7.0,47057.85
Ukraine,1997,565,7.21,42129.32
Ukraine,1998,565,7.74,37200.78
Ukraine,1999,565,8.97,32272.25
Ukraine,2000,565,8.82,27343.71
Ukraine,2001,565,8.42,22415.17
Ukraine,2002,565,8.87,17486.64
Ukraine,2004,565,8.32,15344.4
Ukraine,2005,565,8.39,23021.7
Ukraine,2006,565,7.88,28832.6
Ukraine,2007,565,9.46,36476.0
Ukraine,2008,565,9.24,54080.5
Ukraine,2009,565,8.82,36444.7
Ukraine,2010,565,8.97,62534.6
Ukraine,2011,565,8.48,79491.7
Ukraine,2012,565,8.56,90814.8
Ukraine,2013,565,10.33,86781.8
United Kingdom,1990,1220,9.56,29517.0
United Kingdom,1990,1220,10.4,29517.0
United Kingdom,1990,1220,10.4,29517.0
United Kingdom,1990,1220,8.68,29517.0
United Kingdom,1990,1220,10.94,29517.0
United Kingdom,1991,1220,9.11,29022.0
United Kingdom,1991,1220,9.24,29022.0
United Kingdom,1991,1220,9.24,29022.0
United Kingdom,1991,1220,7.99,29022.0
United Kingdom,1991,1220,9.67,29022.0
United Kingdom,1992,1220,9.11,31077.0
United Kingdom,1992,1220,9.54,31077.0
United Kingdom,1992,1220,9.54,31077.0
United Kingdom,1992,1220,8.05,31077.0
United Kingdom,1992,1220,10.15,31077.0
United Kingdom,1993,1220,8.75,32387.0
United Kingdom,1993,1220,9.14,32387.0
United Kingdom,1993,1220,9.14,32387.0
United Kingdom,1993,1220,7.59,32387.0
United Kingdom,1993,1220,9.69,32387.0
United Kingdom,1994,1220,9.01,33929.0
United Kingdom,1994,1220,9.86,33929.0
United Kingdom,1994,1220,9.86,33929.0
United Kingdom,1994,1220,8.07,33929.0
United Kingdom,1994,1220,10.48,33929.0
United Kingdom,1995,1220,9.52,33743.0
United Kingdom,1995,1220,10.17,33743.0
United Kingdom,1995,1220,10.17,33743.0
United Kingdom,1995,1220,8.49,33743.0
United Kingdom,1995,1220,10.55,33743.0
United Kingdom,1996,1220,8.8,35579.0
United Kingdom,1996,1220,8.87,35579.0
United Kingdom,1996,1220,8.87,35579.0
United Kingdom,1996,1220,7.71,35579.0
United Kingdom,1996,1220,9.27,35579.0
United Kingdom,1997,1220,9.94,35490.0
United Kingdom,1997,1220,10.17,35490.0
United Kingdom,1997,1220,10.17,35490.0
United Kingdom,1997,1220,8.87,35490.0
United Kingdom,1997,1220,10.64,35490.0
United Kingdom,1998,1220,9.59,35422.0
United Kingdom,1998,1220,10.0,35422.0
United Kingdom,1998,1220,10.0,35422.0
United Kingdom,1998,1220,8.56,35422.0
United Kingdom,1998,1220,10.4,35422.0
United Kingdom,1999,1220,9.67,35537.0
United Kingdom,1999,1220,10.3,35537.0
United Kingdom,1999,1220,10.3,35537.0
United Kingdom,1999,1220,8.74,35537.0
United Kingdom,1999,1220,10.86,35537.0
United Kingdom,2000,1220,9.47,33031.28
United Kingdom,2000,1220,9.97,33031.28
United Kingdom,2000,1220,9.97,33031.28
United Kingdom,2000,1220,8.48,33031.28
United Kingdom,2000,1220,10.52,33031.28
United Kingdom,2001,1220,9.25,32893.1
United Kingdom,2001,1220,9.69,32893.1
United Kingdom,2001,1220,9.69,32893.1
United Kingdom,2001,1220,8.15,32893.1
United Kingdom,2001,1220,10.18,32893.1
United Kingdom,2002,1220,9.78,30995.26
United Kingdom,2002,1220,10.28,30995.26
United Kingdom,2002,1220,10.28,30995.26
United Kingdom,2002,1220,8.76,30995.26
United Kingdom,2002,1220,10.91,30995.26
United Kingdom,2004,1220,9.86,31223.91
United Kingdom,2004,1220,10.27,31223.91
United Kingdom,2004,1220,10.27,31223.91
United Kingdom,2004,1220,8.92,31223.91
United Kingdom,2004,1220,10.77,31223.91
United Kingdom,2005,1220,9.9,31415.27
United Kingdom,2005,1220,10.24,31415.27
United Kingdom,2005,1220,10.24,31415.27
United Kingdom,2005,1220,8.85,31415.27
United Kingdom,2005,1220,10.63,31415.27
United Kingdom,2006,1220,10.02,22588.09
United Kingdom,2006,1220,10.58,22588.09
United Kingdom,2006,1220,10.58,22588.09
United Kingdom,2006,1220,9.1,22588.09
United Kingdom,2006,1220,11.1,22588.09
United Kingdom,2007,1220,10.11,22331.7
United Kingdom,2007,1220,10.37,22331.7
United Kingdom,2007,1220,10.37,22331.7
United Kingdom,2007,1220,8.94,22331.7
United Kingdom,2007,1220,10.83,22331.7
United Kingdom,2008,1220,9.48,21596.68
United Kingdom,2008,1220,9.82,21596.68
United Kingdom,2008,1220,9.82,21596.68
United Kingdom,2008,1220,8.42,21596.68
United Kingdom,2008,1220,10.38,21596.68
United Kingdom,2009,1220,9.59,21324.22
United Kingdom,2009,1220,9.9,21324.22
United Kingdom,2009,1220,9.9,21324.22
United Kingdom,2009,1220,8.64,21324.22
United Kingdom,2009,1220,10.52,21324.22
United Kingdom,2010,1220,8.4,16770.87
United Kingdom,2010,1220,8.8,16770.87
United Kingdom,2010,1220,8.8,16770.87
United Kingdom,2010,1220,7.43,16770.87
United Kingdom,2010,1220,9.38,16770.87
United Kingdom,2011,1220,9.82,16401.66
United Kingdom,2011,1220,10.63,16401.66
United Kingdom,2011,1220,10.63,16401.66
United Kingdom,2011,1220,8.95,16401.66
United Kingdom,2011,1220,11.19,16401.66
United Kingdom,2012,1220,9.27,17718.64
United Kingdom,2012,1220,9.55,17718.64
